Name,Current price,Change(%),Open,High,Low,Volume
SCPHARMACEUTICALS INC.,4.91,13.54,5.03,5.09,4.91,263769
ELECTRAMECCANICA VEHICLES,0.2654,13.84,0.277,0.277,0.255,263712
PUBMATIC INC.,15.22,1.47,15.07,15.4,14.82,263189
SINGULAR GENOMICS SYSTEMS INC.,0.56,6.46,0.53,0.56,0.48,262891
VERITONE INC.,1.78,4.71,1.69,1.79,1.69,261605
INTERNATIONAL BANCSHARES,53.38,1.08,51.81,53.72,51.52,261269
CARDIOL THERAPEUTICS INC.,1.12,15.88,1.17,1.19,1.09,261250
HOMOLOGY MEDICINES INC.,0.7003,0.07,0.6901,0.72,0.69,260872
KINIKSA PHARMACEUTICALS,18.38,0.93,18.1,18.59,17.82,260494
MOTUS GI HOLDINGS INC.,0.63,13.08,0.68,0.6927,0.6,260139
DIODES INC.,67.42,10.4,66.81,67.7,66.16,258709
STEALTHGAS INC.,7.21,12.17,7.34,7.39,7.08,258020
COGENT COMMUNICATIONS HLD.,74.53,11.58,75.02,75.34,74.34,257894
ROYAL GOLD INC.,113.99,12.56,114.7,114.71,112.5,257885
WHEELER REAL ESTATE INVESTMENT TRUST,0.2016,11.8,0.1849,0.21,0.1849,257200
CASEYS GENERAL STORES INC.,275.06,0.12,274.73,276.82,272.56,255402
SILICON LABORATORIES INC.,121.38,10.79,120.11,122.07,119.27,255317
EVERQUOTE INC.,13.56,11.38,13.7,13.73,13.01,254992
SINCLAIR INC.,15.67,11.2,15.71,16.2,15.28,253469
THE FIRST OF LONG ISLAND,12.11,11.14,12.01,12.42,12.01,253374
CAPITAL SOUTHWEST,24.49,0.74,24.31,24.7,24.25,253185
TTEC HOLDINGS INC.,19.11,15.11,19.82,19.85,19.08,253155
RELMADA THERAPEUTICS INC.,4.6,0.88,4.55,4.84,4.44,253029
INHIBRX INC.,37.27,11.84,37.68,38.11,37.27,252285
THE REAL BROKERAGE INC.,2.9,10.34,2.9,2.9,2.83,251453
HEARTLAND FINANCIAL USA INC.,34.25,11.07,33.82,34.97,33.74,251100
NICE LTD ADS,213.82,1.0,210.31,216.79,209.39,250112
THE COOPER COMPANIES INC.,376.29,11.37,378.05,378.49,371.98,249559
SYNAPTICS INC.,105.2,11.48,105.4,106.96,104.69,249318
FINGERMOTION INC.,2.38,3.48,2.34,2.42,2.24,248256
PEGASYSTEMS INC.,49.64,10.1,49.53,49.93,48.83,247681
BJ S RESTAURANTS INC.,35.76,10.86,35.46,36.09,35.2,246255
ENACT HOLDINGS INC.,28.0,11.55,28.23,28.26,27.95,245676
SMITH & WESSON BRANDS INC.,13.14,11.79,13.3,13.31,13.14,245661
COMPASS THERAPEUTICS INC.,1.22,12.4,1.23,1.28,1.18,245006
JACK IN THE BOX INC.,78.94,10.52,78.63,79.24,76.94,244063
EAGLE BANCORP INC.,24.39,0.95,23.27,24.86,23.26,244006
RAYZEBIO INC.,62.12,10.02,62.12,62.19,62.12,243600
WAFD INC.,28.36,10.74,28.0,28.75,27.87,243414
REBORN COFFEE INC.,4.09,15.86,3.41,4.22,3.41,242748
VERA BRADLEY INC.,7.84,10.38,7.81,8.0,7.68,241979
BRP GROUP INC.,22.36,11.5,22.45,22.6,22.07,241973
WINGSTOP INC.,287.77,0.06,287.26,290.24,284.0,241935
LAKELAND BANCORP INC.,12.92,11.07,12.71,13.03,12.58,241311
RED ROCK RESORTS INC.,55.09,0.16,54.5,55.6,54.08,241105
ITRON INC.,73.41,0.25,72.52,73.84,72.2,241013
PLBY GROUP INC.,1.16,0.0,1.15,1.16,1.09,240373
DRAGONFLY ENERGY HLD.,0.4444,13.6,0.4883,0.5014,0.4365,239807
LIXIANG EDUCATION HOLDING CO.,4.34,12.14,4.12,4.5,4.06,239719
GAMBLING.COM GROUP,9.05,12.27,9.25,9.25,8.94,239583
PAYSIGN INC.,3.0,14.15,3.06,3.11,2.83,239144
RIMINI STREET INC.,3.27,10.61,3.25,3.31,3.22,238248
LAMAR ADVERTISING CO.,105.67,10.68,105.51,106.29,103.58,237990
LEXARIA BIOSCIENCE,1.74,10.83,1.61,1.78,1.5,237646
AFFIMED N.V.,0.55,11.43,0.5518,0.5599,0.541,237574
HOMESTREET INC.,13.27,11.34,13.12,13.56,13.12,237014
HONGLI GROUP INC.,2.01,0.0,2.01,2.09,1.82,236847
MARINUS PHARMACEUTICALS INC.,9.98,10.1,9.84,10.01,9.72,236640
CIMPRESS PLC,91.36,10.19,91.63,92.68,85.97,236569
PANGAEA LOGISTICS SOLUTIONS,9.2,11.08,9.34,9.34,9.08,236310
LINCOLN ELECTRIC HLD.,226.5,0.31,225.23,228.09,222.24,235354
LIBERTY RESOURCES ACQUISITION,11.08,0.0,11.08,11.08,11.04,235283
SKYWATER TECHNOLOGY INC.,9.19,3.37,8.81,9.24,8.69,234910
GREAT LAKES DREDGE & DOCK,7.68,11.79,7.71,7.79,7.57,234424
CYTTHERAPEUTICS INC.,1.48,13.27,1.52,1.53,1.46,234407
ATOMERA INC.,8.01,10.25,7.97,8.22,7.77,233781
FIRST BANCORP,34.95,1.22,34.0,35.35,33.8,233217
FIDUS INVESTMENT,19.27,10.41,19.25,19.39,19.13,233054
APPFOLIO INC.,227.77,0.48,224.57,232.27,222.77,233052
NUVALENT INC.,76.49,11.53,76.59,77.41,75.66,231914
BEYOND AIR INC.,1.73,14.95,1.85,1.85,1.65,231899
NAPCO SECURITY TECHNOLOGIES,35.81,0.39,35.51,36.1,35.05,231651
IMPINJ INC.,101.05,0.05,99.02,102.73,95.96,231546
PACTIV EVERGREEN INC.,14.42,11.64,14.6,14.6,14.3,230475
EL POLLO LOCO HLD.,9.34,11.89,9.39,9.4,9.23,230395
STEPSTONE GROUP INC.,33.99,0.86,33.31,34.07,33.15,229882
GOGORO INC.,2.1,10.47,2.12,2.12,2.03,229230
HIBBETT INC.,69.4,1.05,67.6,69.6,67.18,228916
XENON PHARMACEUTICALS INC.,45.92,11.1,45.8,46.06,44.92,227949
BACKBLAZE INC.,8.4,2.82,8.12,8.4,8.1,227419
LENDINGTREE INC.,31.66,15.29,32.3,33.23,31.6,227215
ORIC PHARMACEUTICALS INC.,11.23,12.52,11.36,11.55,11.12,226406
GRAND CANYON EDUCATION INC.,131.18,11.26,132.09,134.34,130.3,226075
QUINSTREET INC.,12.67,11.63,12.82,12.89,12.57,225561
QUADRO ACQUISITION ONE,10.96,0.37,10.98,11.1,10.91,224950
E.W. SCRIPPS CO.,7.85,13.8,7.95,8.03,7.7,224945
D-MARKET ELECTRONIC SERVICES & TRADING,1.53,12.55,1.58,1.58,1.52,223710
LIBERTY LATIN AMERICA,6.84,14.87,7.1,7.11,6.82,223710
SWVL HOLDINGS CORP,5.1,8.51,4.75,5.69,4.72,223347
ORTHOFIX MEDICAL INC.,14.11,11.12,14.11,14.28,13.88,223196
OXFORD SQUARE CAPITAL,3.05,10.33,3.06,3.06,3.03,222998
DOMO INC.,11.3,1.07,10.99,11.36,10.85,222644
CERAGON NETWORKS,2.43,0.41,2.41,2.46,2.4,222473
DARE BIOSCIENCE INC.,0.34,11.16,0.35,0.3589,0.331,222300
PUMA BIOTECHNOLOGY INC,4.72,13.48,4.87,4.87,4.68,222215
INTERDIGITAL INC.,104.69,10.06,103.91,105.47,103.8,222111
LANZATECH GLOBAL INC.,4.06,12.17,4.06,4.09,3.94,221220
LIVANOVA PLC,48.96,10.97,48.67,49.18,48.46,221118
LARIMAR THERAPEUTICS INC.,6.15,2.5,5.95,6.44,5.95,220961
METAL SKY STAR ACQUISITION,11.0,0.09,10.98,11.0,10.96,220688
CASELLA WASTE SYSTEMS INC.,87.24,0.66,85.65,87.49,85.44,220091
MSP RECOVERY INC.,1.07,10.93,1.08,1.11,1.06,219374
ZEVRA THERAPEUTICS INC.,5.78,13.02,5.9,5.92,5.67,218992
MEIHUA INTERNATIONAL MEDICAL TECHNOLOGI,1.0,12.91,0.99,1.04,0.97,218419
IDEANOMICS INC.,0.9579,10.87,0.94,0.9758,0.926,218014
AURA BIOSCIENCES INC.,7.77,0.0,7.73,8.06,7.21,217748
BICYCLE THERAPEUTICS PLC ADS,16.91,12.54,17.03,17.58,16.59,216982
PROCEPT BIOROBOTICS,47.91,1.08,46.57,48.24,46.11,216523
ACLARION INC.,2.38,12.46,2.31,2.5,2.25,216228
FIRST WATCH RESTAURANT GROUP,21.81,11.58,22.03,22.1,21.72,215876
THREDUP INC.,1.97,13.43,2.0,2.01,1.96,215867
NGM BIOPHARMACEUTICALS INC.,1.44,13.36,1.49,1.49,1.39,215221
S&T BANCORP INC.,32.44,10.09,31.77,32.76,31.77,214856
TRACON PHARMACEUTICALS INC.,0.197,1.03,0.199,0.199,0.1872,214601
VITAL FARMS INC.,14.75,12.58,14.97,14.99,14.6,214532
SUPERNUS PHARMACEUTICALS INC.,27.67,10.68,27.52,27.79,27.24,214465
TASKUS INC.,12.37,12.21,12.42,12.51,12.0,214428
CENTESSA PHARMACEUTICALS PLC ADS,7.87,11.75,8.0,8.12,7.72,213718
KEZAR LIFE SCIENCES INC.,0.9453,10.49,0.9686,0.969,0.94,213054
ZYNEX INC.,11.68,0.17,11.5,11.77,11.5,212563
STERICYCLE INC.,48.67,0.16,48.09,49.06,47.88,212550
PLIANT THERAPEUTICS INC.,17.4,15.54,18.3,18.3,17.01,212277
SPS COMMERCE INC.,179.85,11.04,180.39,182.53,179.12,211837
THARIMMUNE INC.,0.44,0.92,0.4333,0.4449,0.4,211679
FOX FACTORY HOLDING,63.36,10.52,62.77,63.75,62.06,211505
ONTRAK INC.,0.2234,5.58,0.2121,0.23,0.21,211001
HARMONY BIOSCIENCES HLD.,31.17,10.38,31.18,31.53,30.64,210559
AGAPE ATP CORP.,0.5165,119.3,0.6083,0.6299,0.5155,210551
ALLARITY THERAPEUTICS INC.,0.4526,1.07,0.4478,0.4768,0.4431,210525
MICROBOT MEDICAL INC.,1.21,16.2,1.29,1.29,1.2,209967
EURONET WORLDWIDE INC.,103.02,11.13,103.51,103.51,102.27,208583
TRICO BANCSHARES,35.15,10.34,34.53,35.55,33.89,207527
OTTER TAIL CORP.,92.88,11.12,92.76,93.38,90.93,207514
NRX PHARMACEUTICALS INC.,0.379,1.36,0.385,0.385,0.37,206233
SOLIGENIX INC.,0.659,11.63,0.67,0.67,0.6218,205841
EVAXION BIOTECH A/S ADS,4.38,14.78,4.55,4.69,4.18,205538
TOWNE BANK,27.84,10.11,27.45,28.13,27.29,205228
ARKO CORP.,7.93,10.75,7.89,7.99,7.82,204766
CALAMOS STRATEGIC TOT RTN.,15.64,0.13,15.66,15.77,15.6,204279
RADNET INC.,37.66,11.44,37.76,38.1,37.12,204078
CXAPP INC.,1.13,11.74,1.13,1.17,1.11,203334
BANDWIDTH INC.,14.28,1.49,13.73,14.49,13.64,203051
AIMEI HEALTH TECHNOLOGY CO. LTD ORD.,10.17,0.0,10.17,10.18,10.17,203035
SOBR SAFE INC.,0.73,10.44,0.7,0.7946,0.67,202570
SILICON MOTION TECHNOLOGY,63.89,0.55,63.47,64.15,63.1,202166
RESOURCES CONNECTION INC.,13.32,11.19,13.42,13.48,13.27,201378
ICORECONNECT INC.,1.8,16.88,1.57,1.82,1.5,201040
UNIVERSAL DISPLAY,171.33,0.18,169.63,171.7,166.81,200820
COSMOS HEALTH INC.,1.08,0.0,1.08,1.09,1.03,200755
APOGEE THERAPEUTICS INC.,34.8,2.38,33.17,35.23,32.78,200580
KAIROUS ACQUISITION,11.62,0.0,11.62,11.62,11.62,200101
MESA AIR GROUP INC.,0.9173,2.5,0.9,0.93,0.851,200032
WESBANCO INC.,28.82,0.21,28.13,29.13,28.02,199892
OCUPHIRE PHARMA INC.,2.65,12.93,2.73,2.75,2.55,199476
PAVMED INC.,2.04,18.52,2.19,2.23,1.91,198383
THE SHYFT GROUP INC.,11.1,10.8,10.97,11.22,10.7,198311
JET.AI INC.,0.855,15.0,0.91,0.94,0.8156,198098
HORIZON BANCORP INC.,12.7,10.78,12.46,12.78,12.45,198055
UFP INDUSTRIES INC.,115.18,10.94,114.16,115.93,112.43,197792
BOOKING HOLDINGS INC.,3561.39,0.08,3538.95,3583.43,3511.5,197612
PEPGEN INC.,11.66,15.89,12.87,14.2,11.51,197477
PRECISION BIOSCIENCES INC.,0.3702,12.58,0.38,0.38,0.37,197381
FIRST BUSEY CORP.,23.28,10.39,22.89,23.5,22.84,197175
VAREX IMAGING CORP.,19.19,11.89,19.35,19.36,18.99,197106
BOK FINANCIAL CORP.,83.34,0.34,81.82,83.94,81.55,196263
DAVE INC.,22.01,20.74,17.64,22.99,17.36,196094
HERITAGE FINANCIAL,19.07,10.26,18.76,19.33,18.76,196021
NORDSON CORP.,256.7,10.26,256.17,258.52,254.13,195731
CANTALOUPE INC.,6.83,11.16,6.82,6.89,6.73,195724
EPLUS INC.,77.49,0.1,76.6,78.51,76.43,195539
ICHOR HOLDINGS,37.72,1.64,36.73,38.05,36.68,195455
QUIPT HOME MEDICAL,4.79,13.62,4.92,4.96,4.79,195388
ABVC BIOPHARMA INC.,1.5,10.66,1.46,1.51,1.45,195215
NEXSTAR MEDIA GROUP INC.,176.73,10.99,177.43,178.43,175.46,194830
IMMERSION CORP.,6.93,11.0,6.95,6.96,6.86,194315
NIU TECHNOLOGIES ADS,1.69,13.43,1.73,1.74,1.67,194210
TACTILE SYSTEMS TECHNOLOGY,15.21,13.55,15.69,15.69,15.03,194105
ABLE VIEW GLOBAL INC.,2.71,1.12,2.71,2.88,2.6,194055
NN INC.,4.95,2.91,4.8,5.02,4.7,194052
DESIGN THERAPEUTICS INC.,2.38,11.24,2.41,2.42,2.35,193811
REALPHA TECH CORP.,1.26,2.44,1.22,1.29,1.17,193407
COMPUTER PROGRAMS AND SYSTEMS,9.98,12.54,10.26,10.26,9.86,192741
LINDBLAD EXPEDITIONS HLD.,9.1,12.88,9.14,9.2,8.86,192416
FIRSTCASH HOLDINGS INC.,116.09,13.0,119.77,120.0,116.09,192349
COLUMBUS MCKINNON,39.93,1.09,39.05,40.02,38.39,191907
ENANTA PHARMACEUTICALS INC.,12.28,13.91,12.67,12.67,12.22,191782
INHIBIKASE THERAPEUTICS INC.,2.55,15.9,2.7,2.7,2.27,191337
GALMED PHARMACEUTICALS,0.381,15.67,0.4,0.4557,0.37,191220
VISTAGEN THERAPEUTICS INC.,4.77,10.63,4.77,4.86,4.66,190838
SOLID BIOSCIENCES INC.,7.02,10.99,6.8,7.21,6.57,189199
PATHWARD FINANCIAL INC.,49.93,11.03,49.57,50.23,49.5,189088
ZIMVIE INC.,17.96,0.67,17.52,18.5,17.41,189032
NBT BANCORP INC.,34.48,11.03,34.2,34.71,34.13,188734
KAZIA THERAPEUTICS,0.271,19.36,0.2946,0.3,0.261,188608
MAQUIA CAPITAL ACQUISITION,11.0,10.45,11.0,11.0,11.0,188366
TREVI THERAPEUTICS INC.,1.39,0.0,1.43,1.48,1.35,188141
THESEUS PHARMACEUTICALS INC.,4.06,10.49,4.06,4.07,4.06,187714
ACHILLES THERAPEUTICS PLC ADS,0.984,11.6,1.01,1.03,0.9622,187417
IPG PHOTONICS CORP.,98.8,10.35,98.14,99.31,97.3,186977
LIQUIDITY SERVICES INC.,17.23,12.21,17.5,17.61,17.23,186226
NUVEEN NASDAQ 100 DYNAMIC OVERWRITE FUN,23.2,0.48,23.15,23.41,23.12,186143
FINNOVATE ACQUISITION,11.15,0.0,11.15,11.15,11.15,186000
RENOVORX INC.,1.7,15.65,1.65,1.8,1.51,185543
HARROW INC.,9.47,10.63,9.46,9.58,9.29,185117
GAXOS.AI INC.,0.2003,15.12,0.201,0.21,0.194,185077
ISPIRE TECHNOLOGY INC.,9.63,19.75,10.72,10.83,9.52,184325
ALKAMI TECHNOLOGY INC.,24.58,10.97,24.57,24.84,24.32,183633
VISTEON CORP.,118.9,10.12,117.67,119.82,116.33,183351
GLADSTONE INVESTMENT,14.08,10.07,14.08,14.18,14.02,183187
VIOMI TECHNOLOGY CO. LTD ADS,0.82,7.89,0.76,0.82,0.72,182286
GALECTO INC.,0.6215,12.28,0.62,0.6674,0.6052,182073
FULGENT GENETICS INC.,24.65,11.36,24.71,24.94,24.42,181471
ENTERPRISE FINANCIAL SERVICES,40.42,10.37,39.72,40.58,39.72,181251
MIDCAP FINANCIAL INVESTMENT,13.76,0.36,13.75,13.86,13.69,180093
COGNITION THERAPEUTICS INC.,2.29,0.0,2.3,2.35,2.22,179914
IN8BIO INC.,1.31,9.17,1.28,1.36,1.2,179591
NERDWALLET INC.,15.49,10.77,15.44,15.73,15.41,179391
AADI BIOSCIENCE INC.,1.74,11.14,1.77,1.77,1.7,179168
CROSSFIRST BANKSHARES INC.,13.85,10.79,13.75,14.06,13.68,178738
ADAMAS ONE CORP.,0.49,110.75,0.54,0.54,0.4304,178644
GOLDEN HEAVEN GROUP HLD.,0.6061,14.7,0.64,0.64,0.5933,178337
TRUECAR INC.,3.74,1.91,3.61,3.77,3.56,178102
GOLDENSTONE ACQUISITION,10.85,0.0,10.86,10.86,10.85,177675
P3 HEALTH PARTNERS INC.,1.18,12.48,1.2,1.25,1.17,177503
EVOTEC SE ADS,7.22,13.86,7.33,7.34,7.14,177493
LITTELFUSE INC.,245.39,0.93,240.46,246.32,238.41,177417
SPARTANNASH COMPANY,22.55,11.23,22.66,22.75,22.36,177368
VAXXINITY INC.,0.69,2.99,0.7,0.7099,0.67,176922
MAMA S CREATIONS INC.,4.41,10.68,4.36,4.52,4.35,176695
HAMILTON LANE INC.,119.76,1.06,117.08,120.38,116.76,176501
PETIQ INC.,18.16,10.71,18.1,18.33,17.94,176419
ESSA PHARMA INC.,9.64,7.71,8.95,9.64,8.85,176364
SRIVARU HOLDING LTD.,0.2,11.67,0.209,0.2098,0.1917,175732
HIGH TIDE INC.,1.79,14.28,1.87,1.87,1.77,175701
AMERICAN PUBLIC EDUCATION INC.,11.12,3.25,10.8,11.42,10.77,175452
FIRST ADVANTAGE,16.58,10.36,16.56,16.7,16.5,174501
MARS ACQUISITION,10.63,10.09,10.63,10.64,10.62,174091
NEWTEKONE INC.,11.65,11.85,11.53,11.8,11.5,173284
SILENCE THERAPEUTICS PLC ADS,22.28,3.29,21.16,22.9,20.14,173240
PAXMEDICA INC.,0.48,13.98,0.5004,0.53,0.46,173071
CALAMP CORP.,3.09,1831.25,3.22,3.59,2.8,173019
DURECT CORP.,0.849,10.12,0.85,0.88,0.8208,172904
ICU MEDICAL INC.,91.04,11.98,91.49,91.74,88.72,172837
EMBRACE CHANGE ACQUISITION CORP,11.03,0.0,11.03,11.03,11.03,172501
ARS PHARMACEUTICALS INC.,6.35,10.78,6.25,6.44,6.18,172231
ZAPP ELECTRIC VEHICLES GROUP,0.306,8.9,0.28,0.32,0.2695,171841
JOURNEY MEDICAL,4.82,6.87,4.52,4.82,4.4,170939
DERMTECH INC.,1.23,0.0,1.21,1.24,1.2,170130
BIOCERES CROP SOLUTIONS,12.66,14.45,13.09,13.09,12.58,170059
LIBERTY MEDIA CORP.,36.1,13.01,37.15,37.15,36.01,170023
CONNECTONE BANCORP INC.,21.63,12.52,21.65,22.17,21.48,169980
CAMTEK,80.55,1.14,80.0,81.52,79.67,169233
PRICESMART INC.,76.87,10.22,77.62,77.79,76.14,168556
MICROCLOUD HOLOGRAM INC.,1.83,14.69,1.9,1.9,1.68,168555
WESTAMERICA BANCORP.,46.32,11.43,45.68,46.69,45.68,168555
CALAMOS GLOBAL DYNAMIC,5.99,10.17,6.01,6.03,5.99,168328
SENSUS HEALTHCARE INC.,3.16,12.47,3.2,3.28,3.05,168322
BIOLIFE SOLUTIONS INC.,17.94,10.17,17.5,18.12,17.29,168101
INTERFACE INC.,12.69,10.47,12.62,12.81,12.48,168051
MADRIGAL PHARMACEUTICALS INC.,220.28,10.88,219.15,222.5,215.96,167480
VIRCO MANUFACTURING,11.79,10.42,11.85,11.94,11.51,167170
SYROS PHARMACEUTICALS INC.,7.65,7.44,7.12,7.7,7.07,167020
PRA GROUP INC.,23.37,10.04,22.84,23.5,22.63,166899
NORTHFIELD BANCORP INC.,11.5,12.04,11.5,11.69,11.45,166319
ANAPTYSBIO INC.,24.01,10.99,23.94,24.18,23.75,165982
CONSOLIDATED WATER CO.,30.69,13.46,31.58,31.77,30.45,164904
CBAK ENERGY TECHNOLOGY INC.,0.984,16.29,1.04,1.04,0.9501,164895
PLAYSTUDIOS INC.,2.21,13.07,2.24,2.25,2.2,164880
WESTROCK COFFEE CO.,10.58,1.15,10.36,10.67,10.08,164826
COLLEGIUM PHARMACEUTICAL INC.,32.84,11.88,33.44,33.44,32.74,164660
DMK PHARMACEUTICALS,0.52,13.36,0.5413,0.5455,0.4802,164657
BIOSIG TECHNOLOGIES INC.,1.34,113.55,1.29,1.44,1.26,164530
META MATERIALS INC.,3.4,15.82,3.56,3.56,3.36,164376
GLADSTONE COMMERCIAL,12.67,12.61,12.88,12.89,12.63,163787
TALPHERA INC.,0.94,110.48,1.05,1.05,0.9055,162894
FARMERS NATIONAL BANC,13.53,11.53,13.5,13.71,13.47,162869
FLUSHING FINANCIAL,15.45,11.34,15.31,15.79,15.31,162809
CASA SYSTEMS INC.,0.3271,17.07,0.355,0.3552,0.2999,162172
ZIFF DAVIS INC.,68.06,10.44,67.48,68.57,67.1,162094
SI-BONE INC.,20.52,10.58,20.41,20.7,20.01,161829
BANNER CORP.,45.78,10.69,45.17,46.19,44.77,161566
BLUE WORLD ACQUISITION,11.09,10.09,11.09,11.1,11.09,161185
HORIZON TECHNOLOGY FINANCE,13.38,1.44,13.26,13.4,13.13,161095
ITEOS THERAPEUTICS INC.,9.96,12.45,10.04,10.12,9.9,161085
ABEONA THERAPEUTICS INC.,4.42,2.79,4.24,4.47,4.13,160654
A-MARK PRECIOUS METALS INC.,27.2,12.3,27.54,27.54,26.98,160043
GENPREX INC.,5.91,119.48,5.98,6.47,5.15,159996
KLX ENERGY SERVICES HLD.,9.16,16.15,9.56,9.56,9.05,159637
REZOLUTE INC.,1.05,6.06,0.96,1.05,0.95,159467
REPARE THERAPEUTICS INC.,7.22,2.12,6.91,7.39,6.61,159425
PREMIER FINANCIAL,20.77,0.0,20.38,20.94,20.21,158906
MINERALYS THERAPEUTICS INC.,12.16,14.25,13.1,13.38,12.06,158786
AMEDISYS INC,94.67,0.3,94.3,94.8,93.87,158675
SRM ENTERTAINMENT INC.,1.46,15.19,1.64,1.64,1.27,158462
PINTEC TECHNOLOGY HLD.,1.16,3.57,1.12,1.19,1.11,158454
BLUE STAR FOODS,0.132,11.93,0.1379,0.1379,0.1318,158217
ENERGY SERVICES OF AMERICA,8.07,3.86,7.77,8.25,7.65,158213
LIMBACH HOLDINGS INC.,43.38,0.21,42.95,43.6,42.1,158165
TRIMAS CORP.,24.9,1.06,24.36,24.99,24.25,157803
CRITEO S.A. ADS,26.28,0.23,26.27,26.43,26.05,157547
PODCASTONE INC.,1.75,2.94,1.71,1.82,1.71,157272
BLACKBAUD INC.,80.34,12.35,81.74,81.85,79.73,157251
PEOPLES BANCORP INC.,28.61,11.45,28.2,28.84,28.2,156965
ADVANCED ENERGY INDUSTRIES,106.04,0.05,104.41,107.37,104.39,156359
BANZAI INTERNATIONAL INC.,1.56,11.27,1.65,1.67,1.55,155501
CONSENSUS CLOUD SOLUTIONS INC.,20.35,110.04,22.33,22.33,20.31,155356
JIAYIN GROUP INC. ADS,5.28,15.88,5.6,5.69,5.23,155064
SPORTRADAR GROUP AG,10.27,10.48,10.3,10.41,10.22,154820
THE ODP CORP.,51.49,11.08,51.53,51.97,51.15,154632
MAISON SOLUTIONS INC.,0.937,2.85,0.8762,1.02,0.8762,154502
BIORA THERAPEUTICS INC.,0.9395,0.03,0.95,0.9548,0.87,154445
AUTONOMIX MEDICAL INC.,5.94,3.3,5.44,6.0,5.25,154186
LIGHTPATH TECHNOLOGIES INC.,1.6,15.11,1.44,1.6,1.42,153747
COHU INC.,31.92,10.75,31.84,32.15,31.61,153737
ATHIRA PHARMA INC.,3.13,13.69,3.23,3.23,3.02,153427
HALLADOR ENERGY CO.,8.26,15.28,8.85,8.85,8.26,152765
NEWAMSTERDAM PHARMA CO.,19.55,16.01,20.5,21.26,18.7,152474
ESTABLISHMENT LABS HLD.,37.94,10.21,37.5,38.16,36.94,152129
SOUTHSIDE BANCSHARES INC.,30.39,11.17,30.48,30.85,30.24,151510
ASPEN TECHNOLOGY INC.,194.75,10.42,194.92,195.99,193.12,151477
SACKS PARENTE GOLF INC.,0.9166,20.91,0.72,0.9166,0.72,150738
MEDPACE HOLDINGS INC.,295.63,0.16,291.69,296.63,288.73,150456
GSI TECHNOLOGY INC.,2.12,1.44,2.1,2.12,2.03,150329
POWER & DIGITAL INFRASTRUCTURE ACQUISIT,10.81,10.83,10.81,10.81,10.81,150128
SOLENO THERAPEUTICS INC.,46.74,10.38,46.91,47.25,45.98,150086
DRAGANFLY INC.,0.3652,1.42,0.3694,0.371,0.35,149917
BITCOIN DEPOT INC.,2.12,0.47,2.2,2.2,2.06,149862
APYX MEDICAL CORP.,2.68,2.68,2.6,2.8,2.59,149840
SCHOLASTIC CORP.,37.68,11.77,38.08,38.38,37.65,149708
BRIGHTCOVE INC.,2.26,0.0,2.26,2.27,2.16,149488
AURA FAT PROJECTS ACQUISITION CORP,10.97,0.0,10.99,10.99,10.97,149430
OSI SYSTEMS INC.,129.09,10.91,129.04,130.02,128.0,149291
SIGHT SCIENCES INC.,4.29,1.42,4.2,4.32,4.1,148638
NETCAPITAL INC.,0.1701,12.07,0.1735,0.182,0.17,148282
MGP INGREDIENTS INC.,84.14,0.42,83.74,84.9,83.09,148084
THE DESCARTES SYSTEMS GROUP,88.81,0.01,88.56,89.06,88.13,147511
THE LOVESAC COMPANY,23.02,10.69,22.87,23.19,22.26,146924
VYNE THERAPEUTICS INC.,1.9,4.4,1.78,1.9,1.77,146466
FIBROBIOLOGICS INC.,15.0,114.29,13.73,15.9,12.22,146294
BYRNA TECHNOLOGIES INC.,8.39,2.69,8.19,8.39,7.77,145875
CSI COMPRESSCO LP,1.89,0.53,1.9,1.9,1.88,145629
AKOYA BIOSCIENCES INC.,5.71,2.7,5.55,5.71,5.26,145431
CAPRICOR THERAPEUTICS INC.,3.96,12.7,4.04,4.07,3.91,145358
GIBRALTAR INDUSTRIES INC.,83.93,10.43,83.37,84.44,82.84,144468
BIOVIE INC.,1.07,0.0,1.04,1.1,1.02,144417
YATRA ONLINE INC.,1.63,12.4,1.66,1.68,1.61,144352
NABORS ENERGY TRANSITION,10.46,0.1,10.46,10.47,10.46,144317
POET TECHNOLOGIES INC.,1.41,0.0,1.41,1.47,1.35,144164
TILE SHOP HOLDINGS INC.,6.3,10.32,6.15,6.38,6.15,143736
ONEWATER MARINE INC.,27.06,3.05,26.0,27.53,25.32,143643
WHOLE EARTH BRANDS INC.,4.0,0.25,3.99,4.04,3.92,143553
TURNSTONE BIOLOGICS,2.42,112.95,2.77,2.77,2.16,143110
VIRTRA INC.,10.59,1.34,10.31,10.65,10.02,142977
PATRIA INVESTMENTS,14.34,10.42,14.29,14.43,14.24,142958
CADIZ INC.,2.72,10.37,2.68,2.76,2.66,142828
MEDAVAIL HOLDINGS INC.,1.8,144.62,2.75,2.75,1.31,142817
ZUMIEZ INC.,17.7,11.06,17.59,17.8,17.42,142802
HELEN OF TROY LTD.,116.84,1.26,113.32,118.52,113.14,142658
SAFEGUARD SCIENTIFICS INC.,0.6998,0.26,0.655,0.6998,0.63,142506
PULSE BIOSCIENCES INC,9.13,1.67,8.95,9.69,8.84,141598
LANDSEA HOMES CORP.,12.54,11.72,12.54,12.63,12.35,141235
VICOR CORP.,38.29,10.85,38.0,38.74,37.67,141094
